"Date","Criterion","Parameter 1","Parameter 2","Value"
"01.04.2015","gender_age","F","30-35",5
"01.04.2015","gender_age","F","35-45",9
"01.04.2015","gender_age","F","45+",8
"01.04.2015","gender_age","M","1-18",29
"01.04.2015","gender_age","M","18-21",44
"01.04.2015","gender_age","M","21-24",36
"01.04.2015","gender_age","M","24-27",39
"01.04.2015","gender_age","M","27-30",29
"01.04.2015","gender_age","M","30-35",33
"01.04.2015","gender_age","M","35-45",17
"01.04.2015","gender_age","M","45+",21
"01.04.2015","cities","Moscow","",33
"01.04.2015","cities","Saint Petersburg","",16
"01.04.2015","cities","Kazan","",6
"01.04.2015","cities","Krasnoyarsk","",5
"01.04.2015","cities","Nizhny Novgorod","",5
"01.04.2015","cities","Yekaterinburg","",5
"01.04.2015","cities","Krasnodar","",4
"01.04.2015","cities","Kirov","",4
"01.04.2015","cities","Volgograd","",4
"01.04.2015","cities","Chelyabinsk","",3
"01.04.2015","cities","Tolyatti","",3
"01.04.2015","cities","Magnitogorsk","",3
"01.04.2015","cities","Cheboxary","",3
"01.04.2015","cities","Boston","",3
"01.04.2015","cities","Kirovograd","",3
"01.04.2015","cities","New York City","",3
"01.04.2015","cities","Oryol","",3
"01.04.2015","cities","Dimitrovgrad","",3
"01.04.2015","cities","Tyumen","",2
"01.04.2015","cities","Tashkent","",2
"01.04.2015","cities","Veliky Novgorod","",2
"01.04.2015","cities","Bryansk","",2
"01.04.2015","cities","Novy Urengoy","",2
"01.04.2015","cities","Naberezhnye Chelny","",2
"01.04.2015","cities","Khabarovsk","",2
"01.04.2015","countries","Russia","",327
"01.04.2015","countries","Ukraine","",39
"01.04.2015","countries","Belarus","",19
"01.04.2015","countries","USA","",17
"01.04.2015","countries","Kazakhstan","",15
"01.04.2015","countries","Germany","",5
"01.04.2015","countries","Turkey","",3
"01.04.2015","countries","Azerbaijan","",3
"01.04.2015","countries","Uzbekistan","",2
"01.04.2015","countries","India","",2
"01.04.2015","countries","Czech Republic","",2
"01.04.2015","countries","Georgia","",1
"01.04.2015","countries","Moldova","",1
"01.04.2015","countries","Japan","",1
"01.04.2015","countries","Ghana","",1
"01.04.2015","countries","France","",1
"01.04.2015","countries","Mexico","",1
"01.04.2015","countries","Romania","",1
"01.04.2015","countries","Pakistan","",1
"01.04.2015","sections","Discussion board","",27
"01.04.2015","sections","Videos","",8
"01.04.2015","sections","Photos","",31
"01.04.2015","activity","Wall posts","",12
"01.04.2015","activity","Photo comments","",33
"01.04.2015","activity","Discussion comments","",7
"01.04.2015","feedback","Like","",90
"01.04.2015","feedback","Share","",9
"01.04.2015","feedback","Comments","",80
"01.04.2015","members","New members","",20
"01.04.2015","members","Members lost","",14
"31.03.2015","views","","",821
"31.03.2015","visitors","","",410
"31.03.2015","gender","F","",67
"31.03.2015","gender","M","",269
"31.03.2015","age","1-18","",33
"31.03.2015","age","18-21","",44
"31.03.2015","age","21-24","",49
"31.03.2015","age","24-27","",56
"31.03.2015","age","27-30","",36
"31.03.2015","age","30-35","",31
"31.03.2015","age","35-45","",33
"31.03.2015","age","45+","",21
"31.03.2015","gender_age","F","1-18",10
"31.03.2015","gender_age","F","18-21",6
"31.03.2015","gender_age","F","21-24",12
"31.03.2015","gender_age","F","24-27",9
"31.03.2015","gender_age","F","27-30",6
"31.03.2015","gender_age","F","30-35",7
"31.03.2015","gender_age","F","35-45",6
"31.03.2015","gender_age","F","45+",3
"31.03.2015","gender_age","M","1-18",23
"31.03.2015","gender_age","M","18-21",38
"31.03.2015","gender_age","M","21-24",37
"31.03.2015","gender_age","M","24-27",47
"31.03.2015","gender_age","M","27-30",30
"31.03.2015","gender_age","M","30-35",24
"31.03.2015","gender_age","M","35-45",27
"31.03.2015","gender_age","M","45+",18
"31.03.2015","cities","Moscow","",35
"31.03.2015","cities","Saint Petersburg","",10
"31.03.2015","cities","Novosibirsk","",7
"31.03.2015","cities","Nizhny Novgorod","",7
"31.03.2015","cities","Volgograd","",5
"31.03.2015","cities","Barnaul","",5
"31.03.2015","cities","Samara","",4
"31.03.2015","cities","Kazan","",4
"31.03.2015","cities","Chelyabinsk","",4
"31.03.2015","cities","Ufa","",4
"31.03.2015","cities","Nizhnevartovsk","",3
"31.03.2015","cities","Donetsk","",3
"31.03.2015","cities","Naberezhnye Chelny","",3
"31.03.2015","cities","Boston","",3
"31.03.2015","cities","Kaluga","",3
"31.03.2015","cities","Tyumen","",3
"31.03.2015","cities","Kirov","",3
"31.03.2015","cities","Saratov","",3
"31.03.2015","cities","Yaroslavl","",3
"31.03.2015","cities","Almaty","",3
"31.03.2015","cities","Novocherkassk","",2
"31.03.2015","cities","Ulyanovsk","",2
"31.03.2015","cities","Obninsk","",2
"31.03.2015","cities","Chişinău ","",2
"31.03.2015","cities","Astana","",2
"31.03.2015","countries","Russia","",317
"31.03.2015","countries","Ukraine","",29
"31.03.2015","countries","Belarus","",16
"31.03.2015","countries","Kazakhstan","",16
"31.03.2015","countries","USA","",12
"31.03.2015","countries","Azerbaijan","",8
"31.03.2015","countries","Turkey","",3
"31.03.2015","countries","Germany","",2
"31.03.2015","countries","Moldova","",2
"31.03.2015","countries","Spain","",1
"31.03.2015","countries","","",1
"31.03.2015","countries","France","",1
"31.03.2015","countries","Norway","",1
"31.03.2015","countries","","",1
"31.03.2015","sections","Discussion board","",23
"31.03.2015","sections","Videos","",6
"31.03.2015","sections","Photos","",10
"31.03.2015","activity","Wall posts","",12
"31.03.2015","activity","Photo comments","",17
"31.03.2015","activity","Discussion comments","",2
"31.03.2015","feedback","Like","",76
"31.03.2015","feedback","Share","",9
"31.03.2015","feedback","Comments","",77
"31.03.2015","members","New members","",26
"31.03.2015","members","Members lost","",33
"30.03.2015","views","","",832
"30.03.2015","visitors","","",437
"30.03.2015","gender","F","",78
"30.03.2015","gender","M","",268
"30.03.2015","age","1-18","",45
"30.03.2015","age","18-21","",49
"30.03.2015","age","21-24","",42
"30.03.2015","age","24-27","",47
"30.03.2015","age","27-30","",41
"30.03.2015","age","30-35","",34
"30.03.2015","age","35-45","",26
"30.03.2015","age","45+","",24
"30.03.2015","gender_age","F","1-18",11
"30.03.2015","gender_age","F","18-21",11
"30.03.2015","gender_age","F","21-24",8
"30.03.2015","gender_age","F","24-27",14
"30.03.2015","gender_age","F","27-30",7
"30.03.2015","gender_age","F","30-35",3
"30.03.2015","gender_age","F","35-45",3
"30.03.2015","gender_age","F","45+",7
"30.03.2015","gender_age","M","1-18",34
"30.03.2015","gender_age","M","18-21",38
"30.03.2015","gender_age","M","21-24",34
"30.03.2015","gender_age","M","24-27",33
"30.03.2015","gender_age","M","27-30",34
"30.03.2015","gender_age","M","30-35",31
"30.03.2015","gender_age","M","35-45",23
"30.03.2015","gender_age","M","45+",17
"30.03.2015","cities","Moscow","",34
"30.03.2015","cities","Saint Petersburg","",13
"30.03.2015","cities","Nizhny Novgorod","",9
"30.03.2015","cities","Kazan","",8
"30.03.2015","cities","Novosibirsk","",7
"30.03.2015","cities","Naberezhnye Chelny","",5
"30.03.2015","cities","Chelyabinsk","",5
"30.03.2015","cities","Lipetsk","",3
"30.03.2015","cities","Yaroslavl","",3
"30.03.2015","cities","Ufa","",3
"30.03.2015","cities","Kiev","",3
"30.03.2015","cities","Sevastopol","",3
"30.03.2015","cities","Saratov","",3
"30.03.2015","cities","Ulyanovsk","",3
"30.03.2015","cities","Veliky Novgorod","",2
"30.03.2015","cities","Vladivostok","",2
"30.03.2015","cities","Yekaterinburg","",2
"30.03.2015","cities","Bryansk","",2
"30.03.2015","cities","Krasnoyarsk","",2
"30.03.2015","cities","Aromashevo","",2
"30.03.2015","cities","Astana","",2
"30.03.2015","cities","Magnitogorsk","",2
"30.03.2015","cities","Khabarovsk","",2
"30.03.2015","cities","Boston","",2
"30.03.2015","cities","Perm","",2
"30.03.2015","countries","Russia","",312
"30.03.2015","countries","Ukraine","",39
"30.03.2015","countries","Kazakhstan","",21
"30.03.2015","countries","Belarus","",17
"30.03.2015","countries","USA","",12
"30.03.2015","countries","Canada","",9
"30.03.2015","countries","Germany","",3
"30.03.2015","countries","Netherlands","",2
"30.03.2015","countries","Turkey","",2
"30.03.2015","countries","India","",2
"30.03.2015","countries","Norway","",2
"30.03.2015","countries","Ghana","",2
"30.03.2015","countries","Japan","",2
"30.03.2015","countries","South Korea","",1
"30.03.2015","countries","China","",1
"30.03.2015","countries","Morocco","",1
"30.03.2015","countries","Moldova","",1
"30.03.2015","countries","","",1
"30.03.2015","countries","France","",1
"30.03.2015","countries","Sweden","",1
"30.03.2015","countries","Czech Republic","",1
"30.03.2015","countries","Estonia","",1
"30.03.2015","countries","Algeria","",1
"30.03.2015","countries","Bulgaria","",1
"30.03.2015","countries","Poland","",1
"30.03.2015","sections","Discussion board","",23
"30.03.2015","sections","Videos","",3
"30.03.2015","sections","Photos","",3
"30.03.2015","activity","Wall posts","",10
"30.03.2015","activity","Photo comments","",16
"30.03.2015","activity","Discussion comments","",4
"30.03.2015","feedback","Like","",58
"30.03.2015","feedback","Share","",9
"30.03.2015","feedback","Comments","",58
"30.03.2015","members","New members","",22
"30.03.2015","members","Members lost","",24
"29.03.2015","views","","",912
"29.03.2015","visitors","","",451
"29.03.2015","gender","F","",80
"29.03.2015","gender","M","",293
"29.03.2015","age","1-18","",52
"29.03.2015","age","18-21","",52
"29.03.2015","age","21-24","",52
"29.03.2015","age","24-27","",57
"29.03.2015","age","27-30","",42
"29.03.2015","age","30-35","",30
"29.03.2015","age","35-45","",31
"29.03.2015","age","45+","",14
"29.03.2015","gender_age","F","1-18",10
"29.03.2015","gender_age","F","18-21",8
"29.03.2015","gender_age","F","21-24",11
"29.03.2015","gender_age","F","24-27",11
"29.03.2015","gender_age","F","27-30",10
"29.03.2015","gender_age","F","30-35",5
"29.03.2015","gender_age","F","35-45",6
"29.03.2015","gender_age","F","45+",4
"29.03.2015","gender_age","M","1-18",42
"29.03.2015","gender_age","M","18-21",44
"29.03.2015","gender_age","M","21-24",41
"29.03.2015","gender_age","M","24-27",46
"29.03.2015","gender_age","M","27-30",32
"29.03.2015","gender_age","M","30-35",24
"29.03.2015","gender_age","M","35-45",25
"29.03.2015","gender_age","M","45+",10
"29.03.2015","cities","Moscow","",33
"29.03.2015","cities","Saint Petersburg","",13
"29.03.2015","cities","Kiev","",8
"29.03.2015","cities","Yekaterinburg","",7
"29.03.2015","cities","Cheboxary","",6
"29.03.2015","cities","Nizhny Novgorod","",5
"29.03.2015","cities","Naberezhnye Chelny","",5
"29.03.2015","cities","Sevastopol","",4
"29.03.2015","cities","Boston","",4
"29.03.2015","cities","Ufa","",4
"29.03.2015","cities","Chelyabinsk","",4
"29.03.2015","cities","Yaroslavl","",4
"29.03.2015","cities","Donetsk","",4
"29.03.2015","cities","Kirovograd","",3
"29.03.2015","cities","Ryazan","",3
"29.03.2015","cities","Novy Urengoy","",3
"29.03.2015","cities","Kemerovo","",3
"29.03.2015","cities","Novosibirsk","",3
"29.03.2015","cities","Novocherkassk","",3
"29.03.2015","cities","Tomsk","",2
"29.03.2015","cities","Ulan-Ude","",2
"29.03.2015","cities","Karaganda","",2
"29.03.2015","cities","Belgorod","",2
"29.03.2015","cities","Magnitogorsk","",2
"29.03.2015","cities","Tyumen","",2
"29.03.2015","countries","Russia","",344
"29.03.2015","countries","Ukraine","",45
"29.03.2015","countries","Kazakhstan","",21
"29.03.2015","countries","Belarus","",11
"29.03.2015","countries","USA","",8
"29.03.2015","countries","Germany","",5
"29.03.2015","countries","Turkey","",4
"29.03.2015","countries","United Kingdom","",3
"29.03.2015","countries","Azerbaijan","",2
"29.03.2015","countries","China","",1
"29.03.2015","countries","Kyrgyzstan","",1
"29.03.2015","countries","","",1
"29.03.2015","countries","Norway","",1
"29.03.2015","countries","Moldova","",1
"29.03.2015","countries","Algeria","",1
"29.03.2015","countries","Georgia","",1
"29.03.2015","countries","Uzbekistan","",1
"29.03.2015","sections","Discussion board","",37
"29.03.2015","sections","Videos","",5
"29.03.2015","sections","Photos","",11
"29.03.2015","activity","Wall posts","",13
"29.03.2015","activity","Photo comments","",13
"29.03.2015","activity","Discussion comments","",4
"29.03.2015","feedback","Like","",46
"29.03.2015","feedback","Share","",4
"29.03.2015","feedback","Comments","",81
"29.03.2015","members","New members","",26
"29.03.2015","members","Members lost","",24
"28.03.2015","views","","",874
"28.03.2015","visitors","","",462
"28.03.2015","gender","F","",67
"28.03.2015","gender","M","",301
"28.03.2015","age","1-18","",47
"28.03.2015","age","18-21","",61
"28.03.2015","age","21-24","",53
"28.03.2015","age","24-27","",55
"28.03.2015","age","27-30","",34
"28.03.2015","age","30-35","",35
"28.03.2015","age","35-45","",24
"28.03.2015","age","45+","",22
"28.03.2015","gender_age","F","1-18",7
"28.03.2015","gender_age","F","18-21",5
"28.03.2015","gender_age","F","21-24",12
"28.03.2015","gender_age","F","24-27",14
"28.03.2015","gender_age","F","27-30",6
"28.03.2015","gender_age","F","30-35",7
"28.03.2015","gender_age","F","35-45",1
"28.03.2015","gender_age","F","45+",5
"28.03.2015","gender_age","M","1-18",40
"28.03.2015","gender_age","M","18-21",56
"28.03.2015","gender_age","M","21-24",41
"28.03.2015","gender_age","M","24-27",41
"28.03.2015","gender_age","M","27-30",28
"28.03.2015","gender_age","M","30-35",28
"28.03.2015","gender_age","M","35-45",23
"28.03.2015","gender_age","M","45+",17
"28.03.2015","cities","Moscow","",44
"28.03.2015","cities","Kiev","",7
"28.03.2015","cities","Kazan","",7
"28.03.2015","cities","Samara","",6
"28.03.2015","cities","Cheboxary","",5
"28.03.2015","cities","Rostov-on-Don","",5
"28.03.2015","cities","Yekaterinburg","",5
"28.03.2015","cities","Nizhny Novgorod","",5
"28.03.2015","cities","Barnaul","",5
"28.03.2015","cities","Donetsk","",5
"28.03.2015","cities","Khabarovsk","",5
"28.03.2015","cities","Kaluga","",4
"28.03.2015","cities","Kemerovo","",4
"28.03.2015","cities","Lviv","",4
"28.03.2015","cities","Ryazan","",3
"28.03.2015","cities","Yaroslavl","",3
"28.03.2015","cities","Kharkiv","",3
"28.03.2015","cities","Astana","",3
"28.03.2015","cities","Chelyabinsk","",3
"28.03.2015","cities","Boston","",3
"28.03.2015","cities","Tyumen","",2
"28.03.2015","cities","Volzhsky","",2
"28.03.2015","cities","Yashkul","",2
"28.03.2015","cities","Perm","",2
"28.03.2015","cities","Alexandrov","",2
"28.03.2015","countries","Russia","",321
"28.03.2015","countries","Ukraine","",57
"28.03.2015","countries","Kazakhstan","",25
"28.03.2015","countries","USA","",18
"28.03.2015","countries","Belarus","",13
"28.03.2015","countries","Germany","",11
"28.03.2015","countries","Turkey","",4
"28.03.2015","countries","Azerbaijan","",2
"28.03.2015","countries","United Kingdom","",2
"28.03.2015","countries","Hong Kong","",1
"28.03.2015","countries","Turkmenistan","",1
"28.03.2015","countries","Ireland","",1
"28.03.2015","countries","Romania","",1
"28.03.2015","countries","Armenia","",1
"28.03.2015","countries","Moldova","",1
"28.03.2015","countries","Netherlands","",1
"28.03.2015","countries","Paraguay","",1
"28.03.2015","countries","France","",1
"28.03.2015","sections","Discussion board","",32
"28.03.2015","sections","Videos","",4
"28.03.2015","sections","Photos","",7
"28.03.2015","activity","Wall posts","",9
"28.03.2015","activity","Photo comments","",9
"28.03.2015","activity","Video comments","",1
"28.03.2015","feedback","Like","",42
"28.03.2015","feedback","Share","",8
"28.03.2015","feedback","Comments","",29
"28.03.2015","feedback","Mentions","",1
"28.03.2015","members","New members","",24
"28.03.2015","members","Members lost","",25
"27.03.2015","views","","",956
"27.03.2015","visitors","","",455
"27.03.2015","gender","F","",76
"27.03.2015","gender","M","",284
"27.03.2015","age","1-18","",54
"27.03.2015","age","18-21","",52
"27.03.2015","age","21-24","",53
"27.03.2015","age","24-27","",51
"27.03.2015","age","27-30","",39
"27.03.2015","age","30-35","",35
"27.03.2015","age","35-45","",25
"27.03.2015","age","45+","",22
"27.03.2015","gender_age","F","1-18",11
"27.03.2015","gender_age","F","18-21",12
"27.03.2015","gender_age","F","21-24",12
"27.03.2015","gender_age","F","24-27",16
"27.03.2015","gender_age","F","27-30",5
"27.03.2015","gender_age","F","30-35",8
"27.03.2015","gender_age","F","35-45",1
"27.03.2015","gender_age","F","45+",3
"27.03.2015","gender_age","M","1-18",43
"27.03.2015","gender_age","M","18-21",40
"27.03.2015","gender_age","M","21-24",41
"27.03.2015","gender_age","M","24-27",35
"27.03.2015","gender_age","M","27-30",34
"27.03.2015","gender_age","M","30-35",27
"27.03.2015","gender_age","M","35-45",24
"27.03.2015","gender_age","M","45+",19
"27.03.2015","cities","Moscow","",33
"27.03.2015","cities","Saint Petersburg","",19
"27.03.2015","cities","Kiev","",9
"27.03.2015","cities","Perm","",5
"27.03.2015","cities","Joshkar-Ola","",5
"27.03.2015","cities","Yekaterinburg","",5
"27.03.2015","cities","Rostov-on-Don","",5
"27.03.2015","cities","Novocherkassk","",3
"27.03.2015","cities","Almaty","",3
"27.03.2015","cities","Rameshki","",3
"27.03.2015","cities","Kaluga","",3
"27.03.2015","cities","Kemerovo","",3
"27.03.2015","cities","Novosibirsk","",3
"27.03.2015","cities","Tyumen","",3
"27.03.2015","cities","Donetsk","",3
"27.03.2015","cities","Kazan","",3
"27.03.2015","cities","Bryansk","",3
"27.03.2015","cities","Chelyabinsk","",3
"27.03.2015","cities","Nizhnevartovsk","",2
"27.03.2015","cities","Yaroslavl","",2
"27.03.2015","cities","Yuzhno-Sakhalinsk","",2
"27.03.2015","cities","Irkutsk","",2
"27.03.2015","cities","Ulyanovsk","",2
"27.03.2015","cities","Boston","",2
"27.03.2015","cities","Odessa","",2
"27.03.2015","countries","Russia","",344
"27.03.2015","countries","Ukraine","",42
"27.03.2015","countries","Belarus","",22
"27.03.2015","countries","Kazakhstan","",15
"27.03.2015","countries","USA","",11
"27.03.2015","countries","Germany","",5
"27.03.2015","countries","Turkey","",2
"27.03.2015","countries","Armenia","",2
"27.03.2015","countries","Spain","",2
"27.03.2015","countries","India","",1
"27.03.2015","countries","Japan","",1
"27.03.2015","countries","Moldova","",1
"27.03.2015","countries","Azerbaijan","",1
"27.03.2015","countries","Sweden","",1
"27.03.2015","countries","Lithuania","",1
"27.03.2015","countries","Taiwan","",1
"27.03.2015","countries","Kyrgyzstan","",1
"27.03.2015","countries","","",1
"27.03.2015","countries","Brazil","",1
"27.03.2015","sections","Discussion board","",32
"27.03.2015","sections","Videos","",3
"27.03.2015","sections","Photos","",7
"27.03.2015","activity","Wall posts","",6
"27.03.2015","activity","Photo comments","",21
"27.03.2015","activity","Discussion comments","",5
"27.03.2015","feedback","Like","",52
"27.03.2015","feedback","Share","",2
"27.03.2015","feedback","Comments","",78
"27.03.2015","members","New members","",33
"27.03.2015","members","Members lost","",20
"26.03.2015","views","","",912
"26.03.2015","visitors","","",433
"26.03.2015","gender","F","",78
"26.03.2015","gender","M","",282
"26.03.2015","age","1-18","",45
"26.03.2015","age","18-21","",51
"26.03.2015","age","21-24","",47
"26.03.2015","age","24-27","",59
"26.03.2015","age","27-30","",35
"26.03.2015","age","30-35","",32
"26.03.2015","age","35-45","",38
"26.03.2015","age","45+","",23
"26.03.2015","gender_age","F","1-18",8
"26.03.2015","gender_age","F","18-21",10
"26.03.2015","gender_age","F","21-24",11
"26.03.2015","gender_age","F","24-27",14
"26.03.2015","gender_age","F","27-30",10
"26.03.2015","gender_age","F","30-35",6
"26.03.2015","gender_age","F","35-45",4
"26.03.2015","gender_age","F","45+",5
"26.03.2015","gender_age","M","1-18",37
"26.03.2015","gender_age","M","18-21",41
"26.03.2015","gender_age","M","21-24",36
"26.03.2015","gender_age","M","24-27",45
"26.03.2015","gender_age","M","27-30",25
"26.03.2015","gender_age","M","30-35",26
"26.03.2015","gender_age","M","35-45",34
"26.03.2015","gender_age","M","45+",18
"26.03.2015","cities","Moscow","",50
"26.03.2015","cities","Saint Petersburg","",14
"26.03.2015","cities","Kiev","",6
"26.03.2015","cities","Samara","",5
"26.03.2015","cities","Novosibirsk","",4
"26.03.2015","cities","Krasnoyarsk","",4
"26.03.2015","cities","Volgograd","",4
"26.03.2015","cities","Lipetsk","",3
"26.03.2015","cities","Omsk","",3
"26.03.2015","cities","Bryansk","",3
"26.03.2015","cities","Veliky Novgorod","",3
"26.03.2015","cities","Rameshki","",3
"26.03.2015","cities","Naberezhnye Chelny","",3
"26.03.2015","cities","Yekaterinburg","",3
"26.03.2015","cities","Barnaul","",3
"26.03.2015","cities","Almaty","",2
"26.03.2015","cities","Novocherkassk","",2
"26.03.2015","cities","Petrozavodsk","",2
"26.03.2015","cities","Arkhangelsk","",2
"26.03.2015","cities","Kharkiv","",2
"26.03.2015","cities","Saratov","",2
"26.03.2015","cities","Lipyagi","",2
"26.03.2015","cities","Kaluga","",2
"26.03.2015","cities","Tyumen","",2
"26.03.2015","cities","Irkutsk","",2
"26.03.2015","countries","Russia","",327
"26.03.2015","countries","Ukraine","",39
"26.03.2015","countries","USA","",22
"26.03.2015","countries","Kazakhstan","",12
"26.03.2015","countries","Belarus","",12
"26.03.2015","countries","United Arab Emirates","",2
"26.03.2015","countries","India","",2
"26.03.2015","countries","Azerbaijan","",2
"26.03.2015","countries","Germany","",2
"26.03.2015","countries","Libya","",1
"26.03.2015","countries","Norway","",1
"26.03.2015","countries","Uzbekistan","",1
"26.03.2015","countries","Belgium","",1
"26.03.2015","countries","Finland","",1
"26.03.2015","countries","Spain","",1
"26.03.2015","countries","","",1
"26.03.2015","countries","Turkmenistan","",1
"26.03.2015","countries","China","",1
"26.03.2015","countries","Sweden","",1
"26.03.2015","countries","Israel","",1
"26.03.2015","countries","Armenia","",1
"26.03.2015","countries","Moldova","",1
"26.03.2015","sections","Discussion board","",38
"26.03.2015","sections","Audio files","",1
"26.03.2015","sections","Videos","",9
"26.03.2015","sections","Photos","",23
"26.03.2015","activity","Wall posts","",9
"26.03.2015","activity","Photo comments","",63
"26.03.2015","activity","Discussion comments","",1
"26.03.2015","feedback","Like","",40
"26.03.2015","feedback","Share","",9
"26.03.2015","feedback","Comments","",93
"26.03.2015","members","New members","",25
"26.03.2015","members","Members lost","",26
"25.03.2015","views","","",853
"25.03.2015","visitors","","",432
"25.03.2015","gender","F","",63
"25.03.2015","gender","M","",276
"25.03.2015","age","1-18","",51
"25.03.2015","age","18-21","",45
"25.03.2015","age","21-24","",42
"25.03.2015","age","24-27","",43
"25.03.2015","age","27-30","",31
"25.03.2015","age","30-35","",34
"25.03.2015","age","35-45","",30
"25.03.2015","age","45+","",29
"25.03.2015","gender_age","F","1-18",10
"25.03.2015","gender_age","F","18-21",9
"25.03.2015","gender_age","F","21-24",6
"25.03.2015","gender_age","F","24-27",9
"25.03.2015","gender_age","F","27-30",8
"25.03.2015","gender_age","F","30-35",6
"25.03.2015","gender_age","F","35-45",3
"25.03.2015","gender_age","F","45+",5
"25.03.2015","gender_age","M","1-18",41
"25.03.2015","gender_age","M","18-21",36
"25.03.2015","gender_age","M","21-24",36
"25.03.2015","gender_age","M","24-27",34
"25.03.2015","gender_age","M","27-30",23
"25.03.2015","gender_age","M","30-35",28
"25.03.2015","gender_age","M","35-45",26
"25.03.2015","gender_age","M","45+",24
"25.03.2015","cities","Moscow","",40
"25.03.2015","cities","Saint Petersburg","",20
"25.03.2015","cities","Kiev","",7
"25.03.2015","cities","Krasnoyarsk","",6
"25.03.2015","cities","Samara","",6
"25.03.2015","cities","Nizhny Novgorod","",5
"25.03.2015","cities","Novosibirsk","",4
"25.03.2015","cities","Omsk","",4
"25.03.2015","cities","Donetsk","",4
"25.03.2015","cities","Chelyabinsk","",4
"25.03.2015","cities","Nizhnevartovsk","",3
"25.03.2015","cities","Tyumen","",3
"25.03.2015","cities","Naberezhnye Chelny","",3
"25.03.2015","cities","Baku","",3
"25.03.2015","cities","Yekaterinburg","",3
"25.03.2015","cities","Ryazan","",3
"25.03.2015","cities","Bryansk","",3
"25.03.2015","cities","Brest","",3
"25.03.2015","cities","Tolyatti","",3
"25.03.2015","cities","Kaluga","",2
"25.03.2015","cities","Saratov","",2
"25.03.2015","cities","Ufa","",2
"25.03.2015","cities","Kirovograd","",2
"25.03.2015","cities","Kemerovo","",2
"25.03.2015","cities","Troitsk","",2
"25.03.2015","countries","Russia","",309
"25.03.2015","countries","Ukraine","",52
"25.03.2015","countries","Kazakhstan","",22
"25.03.2015","countries","Belarus","",16
"25.03.2015","countries","USA","",11
"25.03.2015","countries","Azerbaijan","",3
"25.03.2015","countries","Germany","",2
"25.03.2015","countries","Uzbekistan","",2
"25.03.2015","countries","Latvia","",2
"25.03.2015","countries","Moldova","",2
"25.03.2015","countries","France","",2
"25.03.2015","countries","Ghana","",2
"25.03.2015","countries","India","",1
"25.03.2015","countries","Netherlands","",1
"25.03.2015","countries","Armenia","",1
"25.03.2015","countries","Libya","",1
"25.03.2015","countries","Brazil","",1
"25.03.2015","countries","Czech Republic","",1
"25.03.2015","countries","Bulgaria","",1
"25.03.2015","sections","Discussion board","",25
"25.03.2015","sections","Videos","",2
"25.03.2015","sections","Photos","",7
"25.03.2015","activity","Wall posts","",9
"25.03.2015","activity","Photo comments","",41
"25.03.2015","feedback","Like","",27
"25.03.2015","feedback","Share","",2
"25.03.2015","feedback","Comments","",93
"25.03.2015","members","New members","",25
"25.03.2015","members","Members lost","",31
"24.03.2015","views","","",932
"24.03.2015","visitors","","",435
"24.03.2015","gender","F","",74
"24.03.2015","gender","M","",276
"24.03.2015","age","1-18","",42
"24.03.2015","age","18-21","",46
"24.03.2015","age","21-24","",57
"24.03.2015","age","24-27","",58
"24.03.2015","age","27-30","",33
"24.03.2015","age","30-35","",32
"24.03.2015","age","35-45","",33
"24.03.2015","age","45+","",20
"24.03.2015","gender_age","F","1-18",6
"24.03.2015","gender_age","F","18-21",8
"24.03.2015","gender_age","F","21-24",12
"24.03.2015","gender_age","F","24-27",14
"24.03.2015","gender_age","F","27-30",8
"24.03.2015","gender_age","F","30-35",9
"24.03.2015","gender_age","F","35-45",5
"24.03.2015","gender_age","F","45+",4
"24.03.2015","gender_age","M","1-18",36
"24.03.2015","gender_age","M","18-21",38
"24.03.2015","gender_age","M","21-24",45
"24.03.2015","gender_age","M","24-27",44
"24.03.2015","gender_age","M","27-30",25
"24.03.2015","gender_age","M","30-35",23
"24.03.2015","gender_age","M","35-45",28
"24.03.2015","gender_age","M","45+",16
"24.03.2015","cities","Moscow","",41
"24.03.2015","cities","Saint Petersburg","",17
"24.03.2015","cities","Rostov-on-Don","",7
"24.03.2015","cities","Chelyabinsk","",5
"24.03.2015","cities","Kazan","",5
"24.03.2015","cities","Perm","",4
"24.03.2015","cities","Magnitogorsk","",4
"24.03.2015","cities","Naberezhnye Chelny","",4
"24.03.2015","cities","Bryansk","",4
"24.03.2015","cities","Ufa","",3
"24.03.2015","cities","Kharkiv","",3
"24.03.2015","cities","Minsk ","",3
"24.03.2015","cities","Dnipropetrovsk","",3
"24.03.2015","cities","Donetsk","",3
"24.03.2015","cities","Leninogorsk","",2
"24.03.2015","cities","Izmalkovo","",2
"24.03.2015","cities","Kirovograd","",2
"24.03.2015","cities","Cheboxary","",2
"24.03.2015","cities","Semey ","",2
"24.03.2015","cities","Astana","",2
"24.03.2015","cities","Astrakhan","",2
"24.03.2015","cities","Lipyagi","",2
"24.03.2015","cities","Kaluga","",2
"24.03.2015","cities","Nizhny Novgorod","",2
"24.03.2015","cities","Barnaul","",2
"24.03.2015","countries","Russia","",318
"24.03.2015","countries","Ukraine","",50
"24.03.2015","countries","Kazakhstan","",18
"24.03.2015","countries","Belarus","",13
"24.03.2015","countries","USA","",12
"24.03.2015","countries","Germany","",10
"24.03.2015","countries","Moldova","",2
"24.03.2015","countries","Ghana","",2
"24.03.2015","countries","Estonia","",2
